Query,GB_ID,superkingdom,phylum,class,order,family,genus,species,id
ESV_002091,KF548771,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. Wood03bDHJ04,71.2
ESV_002091,KF549008,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF549470,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF549139,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF549167,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF549105,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF549138,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF548714,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF548964,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF548974,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF549063,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF549460,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF549464,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF548775,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF549349,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF549012,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF549114,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF548890,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF549239,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF549308,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF549388,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KF549487,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia sp. cryptaDHJ07,71.2
ESV_002091,KR651842,Eukaryota,Arthropoda,Insecta,Diptera,Ceratopogonidae,,Ceratopogonidae sp. BOLD-2016,71.2
ESV_002091,KR642587,Eukaryota,Arthropoda,Insecta,Diptera,Ceratopogonidae,,Ceratopogonidae sp. BOLD-2016,71.2
ESV_002091,KR649763,Eukaryota,Arthropoda,Insecta,Diptera,Ceratopogonidae,,Ceratopogonidae sp. BOLD-2016,71.2
ESV_002091,KR637258,Eukaryota,Arthropoda,Insecta,Diptera,Ceratopogonidae,,Ceratopogonidae sp. BOLD-2016,71.2
ESV_002091,KX268653,Eukaryota,Arthropoda,Insecta,Diptera,Oestridae,Gruninomyia,Gruninomyia mira,71.2
ESV_002050,KT708617,Eukaryota,Arthropoda,Arachnida,Sarcoptiformes,,,Sarcoptiformes sp. BOLD:ACW5783,89.2
ESV_002051,KT692904,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81.6
ESV_002051,HQ708920,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81.6
ESV_002051,KT692902,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81.6
ESV_002051,KT692903,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81.6
ESV_002051,KJ639175,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81.6
ESV_002051,KT692905,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81.6
ESV_002051,KJ639192,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81.6
ESV_002051,HQ708922,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81.6
ESV_002051,HQ708958,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81.6
ESV_002051,HQ708906,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81.6
ESV_002051,KT257394,Eukaryota,,Oomycetes,,,Haptoglossa,Haptoglossa sp. DM2 4/12,81.6
ESV_002051,KJ639197,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81
ESV_002051,KJ639187,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81
ESV_002051,KJ639179,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81
ESV_002051,KJ639181,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81
ESV_002051,HQ708957,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81
ESV_002051,HQ708959,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81
ESV_002051,HQ708941,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,81
ESV_002051,KT257397,Eukaryota,,Oomycetes,,,Haptoglossa,Haptoglossa zoospora,81
ESV_002051,KP965744,Eukaryota,,Oomycetes,,,Haptoglossa,Haptoglossa sp. UK,81
ESV_002051,KT257392,Eukaryota,,Oomycetes,,,Haptoglossa,Haptoglossa sp. SL32,81
ESV_002052,KP657293,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Apollophanes,Apollophanes margareta,99.4
ESV_002052,MG046868,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Apollophanes,Apollophanes margareta,99.4
ESV_002052,JF884582,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Apollophanes,Apollophanes margareta,99.4
ESV_002052,MF815769,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Apollophanes,Apollophanes margareta,99.4
ESV_002052,MF809255,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Apollophanes,Apollophanes margareta,99.4
ESV_002052,KM829654,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Apollophanes,Apollophanes margareta,99.4
ESV_002052,MF815755,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Apollophanes,Apollophanes margareta,99.4
ESV_002052,MF808490,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Apollophanes,Apollophanes margareta,99.4
ESV_002052,KP649271,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Apollophanes,Apollophanes margareta,99.4
ESV_002052,MF815709,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Apollophanes,Apollophanes margareta,99.4
ESV_002053,HQ708192,Eukaryota,,Oomycetes,Saprolegniales,Saprolegniaceae,Aphanomyces,Aphanomyces euteiches,81
ESV_002053,KJ654028,Eukaryota,,Oomycetes,Sclerosporales,Verrucalvaceae,Pachymetra,Pachymetra chaunorhiza,81
ESV_002055,KJ392440,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ387314,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,GU802666,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ381446,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ391673,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ389076,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,JF852776,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ382813,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ390612,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ388164,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ389468,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,JF852690,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ386485,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,JF852654,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ389416,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ394348,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ382363,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ386512,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,GU803113,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ381784,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ390805,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ382182,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,JF853038,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ386447,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ393252,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ394054,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,JF852674,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ384493,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,KJ386153,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia davena,98.1
ESV_002055,GU691020,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia naevia,98.1
ESV_002056,FN397789,Eukaryota,Nematoda,Chromadorea,Rhabditida,,,Rhabditida sp. 3052ed,88.5
ESV_002081,AP017466,Eukaryota,Nematoda,Chromadorea,Rhabditida,Steinernematidae,Steinernema,Steinernema glaseri,93.6
ESV_002094,KR103618,Eukaryota,Arthropoda,Arachnida,Mesostigmata,NA,NA,Mesostigmata sp. BOLD:ACL7934,73
ESV_002057,MG935356,Eukaryota,Mollusca,Bivalvia,Veneroida,Montacutidae,Kurtiella,Kurtiella bidentata,81.6
ESV_002058,JF858003,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nolidae,Nola,Nola mesoscia,98.1
ESV_002058,HQ990771,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nolidae,Nola,Nola mesoscia,98.1
ESV_002058,KP253584,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Gelechia,Gelechia basipunctella,98.1
ESV_002058,KJ392437,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Feralia,Feralia deceptiva,97.5
ESV_002058,KJ383420,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Feralia,Feralia deceptiva,97.5
ESV_002058,KJ392625,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Feralia,Feralia deceptiva,97.5
ESV_002058,HQ570078,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Feralia,Feralia deceptiva,97.5
ESV_002058,HQ570087,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Feralia,Feralia deceptiva,97.5
ESV_002058,KX042350,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Gelechia,Gelechia basipunctella,97.5
ESV_002058,HQ952815,Eukaryota,Arthropoda,Insecta,Lepidoptera,Crambidae,Glyphodes,Glyphodes pulverulentalis,97.5
ESV_002058,HQ952814,Eukaryota,Arthropoda,Insecta,Lepidoptera,Crambidae,Glyphodes,Glyphodes pulverulentalis,97.5
ESV_002058,HQ968325,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum petryi,97.5
ESV_002058,HQ968901,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum petryi,97.5
ESV_002058,HQ968326,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum petryi,97.5
ESV_002058,JF860240,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum petryi,97.5
ESV_002058,JF859623,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum petryi,97.5
ESV_002058,KY442083,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Cosmardia,Cosmardia moritzella,97.5
ESV_002058,KJ427115,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum repentis,97.5
ESV_002058,JN271010,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum repentis,97.5
ESV_002058,JN271009,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum repentis,97.5
ESV_002058,KJ427034,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum repentis,97.5
ESV_002058,KF395859,Eukaryota,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Chrysonoma,Chrysonoma sp. ANIC14,97.5
ESV_002082,HQ708181,Eukaryota,NA,Oomycetes,Saprolegniales,Saprolegniaceae,Achlya,Achlya sparrowii,77.9
ESV_002082,HQ708164,Eukaryota,NA,Oomycetes,Saprolegniales,Saprolegniaceae,Achlya,Achlya colorata,77.9
ESV_002082,HQ708163,Eukaryota,NA,Oomycetes,Saprolegniales,Saprolegniaceae,Achlya,Achlya colorata,77.9
ESV_002082,HQ709050,Eukaryota,NA,Oomycetes,Saprolegniales,Saprolegniaceae,Saprolegnia,Saprolegnia subterranea,77.9
ESV_002082,EU350530,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium uncinulatum,77.9
ESV_002082,HQ708476,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium aff. polymastum,77.3
ESV_002082,HQ708792,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium polymastum,77.3
ESV_002082,HQ708793,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium polymastum,77.3
ESV_002082,HQ708737,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium megalacanthum,77.3
ESV_002082,HQ708531,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium carolinianum,77.3
ESV_002082,HQ708532,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium carolinianum,77.3
ESV_002082,HQ708533,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium carolinianum,77.3
ESV_002082,HQ261478,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium carolinianum,77.3
ESV_002082,HQ708530,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium carolinianum,77.3
ESV_002082,HQ708534,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium carolinianum,77.3
ESV_002082,KT692806,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium pleroticum,77.3
ESV_002082,KT692811,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium pleroticum,77.3
ESV_002082,KT692805,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium pleroticum,77.3
ESV_002082,KT692804,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium pleroticum,77.3
ESV_002082,KT692812,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium pleroticum,77.3
ESV_002082,KT692807,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium pleroticum,77.3
ESV_002082,KT692810,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium pleroticum,77.3
ESV_002082,KT692808,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium pleroticum,77.3
ESV_002082,KT692809,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium pleroticum,77.3
ESV_002082,HQ708806,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium rostratifingens,77.3
ESV_002082,KT247401,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium rostratifingens,77.3
ESV_002082,HQ709043,Eukaryota,NA,Oomycetes,Saprolegniales,Saprolegniaceae,Saprolegnia,Saprolegnia parasitica,77.3
ESV_002082,HQ709047,Eukaryota,NA,Oomycetes,Saprolegniales,Saprolegniaceae,Achlya,Achlya rodrigueziana,77.3
ESV_002082,HQ709049,Eukaryota,NA,Oomycetes,Saprolegniales,Saprolegniaceae,Saprolegnia,Saprolegnia subterranea,77.3
ESV_002082,GU071823,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium helicandrum,77.3
ESV_002082,EU350524,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium jasmonium,77.3
ESV_002082,HQ708987,Eukaryota,NA,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora undulata,77.3
ESV_002082,HQ708990,Eukaryota,NA,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora undulata,77.3
ESV_002082,HQ708571,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium dimorphum,77.3
ESV_002082,HQ708814,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium senticosum,77.3
ESV_002082,KM058088,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium burgundicum,77.3
ESV_002082,HQ708808,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium rostratum,77.3
ESV_002087,KR386814,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BOLD:ABX6346,98.7
ESV_002087,HM416281,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula furca,98.7
ESV_002087,MF833458,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BIOUG15213-D09,98.7
ESV_002087,HM416333,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BBTEC095-09,98.7
ESV_002087,KR434852,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula tephrocephala,98.7
ESV_002087,MG165459,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula tephrocephala,98.7
ESV_002087,KR436894,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula tephrocephala,98.7
ESV_002087,MF835174,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BIOUG15213-D06,98.7
ESV_002087,HM883372,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BBTEC017-09,98.7
ESV_002087,KR714045,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BOLD-2016,98.1
ESV_002087,KR388248,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BOLD:ABX6346,98.1
ESV_002087,KR388986,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BOLD:ABX6346,98.1
ESV_002087,KR390587,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BOLD:ABX6346,98.1
ESV_002087,KR385694,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BOLD:ABX6346,98.1
ESV_002087,GU908122,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BOLD:AAK1641,98.1
ESV_002087,MG165886,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BIOUG24298-F04,98.1
ESV_002087,AY165639,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. SLB-2003,98.1
ESV_002087,KR653398,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. SLB-2003,98.1
ESV_002087,MG166165,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BIOUG24298-E10,98.1
ESV_002087,HM416287,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma alterna,98.1
ESV_002059,KR386814,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BOLD:ABX6346,98.1
ESV_002059,HM416281,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula furca,98.1
ESV_002059,MF833458,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BIOUG15213-D09,98.1
ESV_002059,HM416333,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BBTEC095-09,98.1
ESV_002059,KR434852,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula tephrocephala,98.1
ESV_002059,KR436894,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula tephrocephala,98.1
ESV_002059,MG165459,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula tephrocephala,98.1
ESV_002059,MF835174,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BIOUG15213-D06,98.1
ESV_002059,HM883372,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BBTEC017-09,98.1
ESV_002060,KP691354,Eukaryota,,,Arcellinida,Hyalospheniidae,Nebela,Nebela tincta,80.4
ESV_002060,KP691355,Eukaryota,,,Arcellinida,Hyalospheniidae,Nebela,Nebela tincta,80.4
ESV_002060,KP691356,Eukaryota,,,Arcellinida,Hyalospheniidae,Nebela,Nebela tincta,80.4
ESV_002060,KP691353,Eukaryota,,,Arcellinida,Hyalospheniidae,Nebela,Nebela tincta,80.4
ESV_002061,KR103618,Eukaryota,Arthropoda,Arachnida,Mesostigmata,,,Mesostigmata sp. BOLD:ACL7934,82.2
ESV_002062,KR386814,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BOLD:ABX6346,98.7
ESV_002062,HM416281,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula furca,98.7
ESV_002062,MF833458,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BIOUG15213-D09,98.7
ESV_002062,HM416333,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BBTEC095-09,98.7
ESV_002062,KR436894,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula tephrocephala,98.7
ESV_002062,MG165459,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula tephrocephala,98.7
ESV_002062,KR434852,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula tephrocephala,98.7
ESV_002062,MF835174,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BIOUG15213-D06,98.7
ESV_002062,HM883372,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BBTEC017-09,98.7
ESV_002062,KR714045,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BOLD-2016,98.1
ESV_002062,KR388248,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BOLD:ABX6346,98.1
ESV_002062,KR385694,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BOLD:ABX6346,98.1
ESV_002062,KR388986,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BOLD:ABX6346,98.1
ESV_002062,KR390587,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BOLD:ABX6346,98.1
ESV_002062,GU908122,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BOLD:AAK1641,98.1
ESV_002062,MG165886,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BIOUG24298-F04,98.1
ESV_002062,AY165639,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. SLB-2003,98.1
ESV_002062,KR653398,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. SLB-2003,98.1
ESV_002062,MG166165,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sp. BIOUG24298-E10,98.1
ESV_002062,HM416287,Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma alterna,98.1
ESV_002063,HQ709054,Eukaryota,,Oomycetes,Saprolegniales,Saprolegniaceae,Saprolegnia,Saprolegnia turfosa,85.9
ESV_002063,HQ709055,Eukaryota,,Oomycetes,Saprolegniales,Saprolegniaceae,Saprolegnia,Saprolegnia turfosa,85.9
