"Query","GB_ID","taxid","superkingdom","phylum","class","order","family","genus","species","id"
"ESV_004581","KM529757",1082013,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","","Coenagrionidae sp. BOLD:AAA2218",98.1
"ESV_004581","KM530939",1082013,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","","Coenagrionidae sp. BOLD:AAA2218",98.1
"ESV_004581","KM532965",1082013,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","","Coenagrionidae sp. BOLD:AAA2218",98.1
"ESV_004581","KM535786",1082013,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","","Coenagrionidae sp. BOLD:AAA2218",98.1
"ESV_004581","KM531200",1082013,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","","Coenagrionidae sp. BOLD:AAA2218",98.1
"ESV_004581","KM535609",1082013,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","","Coenagrionidae sp. BOLD:AAA2218",98.1
"ESV_004581","KM536726",1082013,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","","Coenagrionidae sp. BOLD:AAA2218",98.1
"ESV_004581","KM529538",1082013,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","","Coenagrionidae sp. BOLD:AAA2218",98.1
"ESV_004581","KM536319",1082013,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","","Coenagrionidae sp. BOLD:AAA2218",98.1
"ESV_004581","KM530846",1082013,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","","Coenagrionidae sp. BOLD:AAA2218",98.1
"ESV_004581","KM532005",1082013,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","","Coenagrionidae sp. BOLD:AAA2218",98.1
"ESV_004581","KM534418",1082013,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","","Coenagrionidae sp. BOLD:AAA2218",98.1
"ESV_004581","KM530082",1082013,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","","Coenagrionidae sp. BOLD:AAA2218",98.1
"ESV_004581","KM530161",1082013,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","","Coenagrionidae sp. BOLD:AAA2218",98.1
"ESV_004581","KM534436",1082013,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","","Coenagrionidae sp. BOLD:AAA2218",98.1
"ESV_004581","JN294460",2328220,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BBODA144-10",98.1
"ESV_004581","JN294462",2328222,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BBODA148-10",98.1
"ESV_004581","JN419689",1082049,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BOLD:AAA2218",98.1
"ESV_004581","JN419706",1082049,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BOLD:AAA2218",98.1
"ESV_004581","KM535500",1082049,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BOLD:AAA2218",98.1
"ESV_004581","JN419701",1082049,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BOLD:AAA2218",98.1
"ESV_004581","KM533129",1082049,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BOLD:AAA2218",98.1
"ESV_004581","KM530377",1082049,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BOLD:AAA2218",98.1
"ESV_004581","KM529797",1082049,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BOLD:AAA2218",98.1
"ESV_004581","KM532660",1082049,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BOLD:AAA2218",98.1
"ESV_004581","KM535480",1082049,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BOLD:AAA2218",98.1
"ESV_004581","JN419704",1082049,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BOLD:AAA2218",98.1
"ESV_004581","JN419711",1082049,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BOLD:AAA2218",98.1
"ESV_004581","KM533228",1082049,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BOLD:AAA2218",98.1
"ESV_004581","HM413477",2328171,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BBEOD010-09",98.1
"ESV_004581","KR141348",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KM530471",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KR146398",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KR141075",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KR141114",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","JN419725",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KR142749",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KM537836",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KR142320",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KR141853",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KR140662",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KR141413",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KM533923",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KR143492",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KM536988",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KR145265",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KM532556",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KM530623",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KM536453",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KM536791",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KM530233",79478,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma hageni",98.1
"ESV_004581","KR143581",1897968,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BOLD-2016",98.1
"ESV_004581","KR141168",1897968,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BOLD-2016",98.1
"ESV_004581","KR147567",1897968,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BOLD-2016",98.1
"ESV_004581","KR142728",1897968,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BOLD-2016",98.1
"ESV_004581","JN294451",2328213,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BBODA133-10",98.1
"ESV_004581","JN294454",2328216,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BBODA138-10",98.1
"ESV_004581","KM534909",79471,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma divagans",98.1
"ESV_004581","KM531952",79471,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma divagans",98.1
"ESV_004581","KM535887",79471,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma divagans",98.1
"ESV_004581","KM534165",79471,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma divagans",98.1
"ESV_004581","MG381853",2087654,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BIOUG25126-H10",98.1
"ESV_004581","JF839292",79468,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma cyathigerum",98.1
"ESV_004581","JF839291",79468,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma cyathigerum",98.1
"ESV_004581","JF839293",79468,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma cyathigerum",98.1
"ESV_004581","JF839290",79468,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma cyathigerum",98.1
"ESV_004581","GU682173",79468,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma cyathigerum",98.1
"ESV_004581","MF716899",79468,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma cyathigerum",98.1
"ESV_004581","GU682183",79468,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma cyathigerum",98.1
"ESV_004581","KR147010",79466,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma clausum",98.1
"ESV_004581","JF839294",1771384,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma annexum",98.1
"ESV_004581","JF839304",1771384,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma annexum",98.1
"ESV_004581","KU874951",1771384,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma annexum",98.1
"ESV_004581","KU874952",1771384,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma annexum",98.1
"ESV_004581","JN294470",2328226,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BBODA264-10",98.1
"ESV_004581","JN294464",2328224,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BBODA150-10",98.1
"ESV_004581","JN294461",2328221,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BBODA146-10",98.1
"ESV_004581","JN294469",2328225,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BBODA263-10",98.1
"ESV_004581","MG467259",2469557,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BIOUG22331-A07",98.1
"ESV_004581","MG375796",2087641,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BIOUG22331-F03",98.1
"ESV_004581","JN294452",2328214,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BBODA134-10",98.1
"ESV_004581","MG373983",2087638,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BIOUG22331-E11",98.1
"ESV_004581","JF839264",79464,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma boreale",98.1
"ESV_004581","KU874953",79464,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma boreale",98.1
"ESV_004581","JN294458",2328218,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BBODA142-10",98.1
"ESV_004581","JN294459",2328219,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BBODA143-10",98.1
"ESV_004581","JN294484",2328230,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BBODA285-10",98.1
"ESV_004581","JN294463",2328223,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BBODA149-10",98.1
"ESV_004581","JN294509",2328233,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BBODA332-10",98.1
"ESV_004581","MG466917",2469555,"Eukaryota","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma","Enallagma sp. BIOUG22331-A09",98.1
"ESV_004593","KR344442",1793194,"Eukaryota","Arthropoda","Insecta","Hemiptera","Cicadellidae","Macropsis","Macropsis bifasciata",99.4
"ESV_004593","KR343757",1793194,"Eukaryota","Arthropoda","Insecta","Hemiptera","Cicadellidae","Macropsis","Macropsis bifasciata",99.4
"ESV_004593","MF937122",1793194,"Eukaryota","Arthropoda","Insecta","Hemiptera","Cicadellidae","Macropsis","Macropsis bifasciata",99.4
"ESV_004580","KR639614",1881752,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","","Chironomidae sp. BOLD-2016",98.7
"ESV_004580","KR638081",1881752,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","","Chironomidae sp. BOLD-2016",98.7
"ESV_004580","KR638497",1881752,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","","Chironomidae sp. BOLD-2016",98.7
"ESV_004580","KR638375",1881752,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","","Chironomidae sp. BOLD-2016",98.7
"ESV_004580","KR684576",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR652847",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR647399",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR614814",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR646185",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR635983",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR648672",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR694771",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR642513",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR650634",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR696045",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR635243",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR648929",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR641727",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR617450",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR645908",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR958099",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR615715",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR635859",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","MG145699",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR643439",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR645899",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KT099573",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","MG140153",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR644309",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR649329",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR626475",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR645290",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR628110",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR630536",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR652299",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR690410",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR647393",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR696655",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KT115824",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR652004",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR613412",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR960474",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KR624961",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.7
"ESV_004580","KM967659",1677382,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. BOLD:AAA5308",98.7
"ESV_004580","KM949531",1677382,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. BOLD:AAA5308",98.7
"ESV_004580","KR639211",1881752,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","","Chironomidae sp. BOLD-2016",98.1
"ESV_004580","KR637872",1881752,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","","Chironomidae sp. BOLD-2016",98.1
"ESV_004580","KR638958",1881752,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","","Chironomidae sp. BOLD-2016",98.1
"ESV_004580","KR637365",1881752,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","","Chironomidae sp. BOLD-2016",98.1
"ESV_004580","KR637633",1881752,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","","Chironomidae sp. BOLD-2016",98.1
"ESV_004580","KR637425",1881752,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","","Chironomidae sp. BOLD-2016",98.1
"ESV_004580","KR640730",1881752,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","","Chironomidae sp. BOLD-2016",98.1
"ESV_004580","KR640135",1881752,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","","Chironomidae sp. BOLD-2016",98.1
"ESV_004580","KR640866",1881752,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","","Chironomidae sp. BOLD-2016",98.1
"ESV_004580","KR613545",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR688213",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR646205",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR652082",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR651549",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR613943",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KT101972",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR689609",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR626731",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR687274",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR646171",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR622543",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR634296",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR691688",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR645545",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR621792",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR957485",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR624194",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR618778",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR687293",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR645429",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR641871",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR617630",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR632062",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR962307",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR629808",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KT105620",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR642182",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR961785",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR651204",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR652015",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR641545",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR961456",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KT110712",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR614631",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR614223",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KT116570",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR649576",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR644849",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR614173",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
"ESV_004580","KR617583",1887141,"Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus","Cricotopus sp. 7ES",98.1
